Subject	stim_Pho	Home	Guanhua	Geo	Sex	Age	Num_Chinese	Num_ProfLangs	English	stim_order	ND	NW	Reps	WE	RE	SN	mEdit	k	NC	M	CC	hop1	hop2	hop3	hop4	hop5	hop6	hop7	I
31	iE1	Hubei	Yes	South	F	26	1	1	6	2	6	0	1	6	1	0	1	6	1	0	1	6	0	0	0	0	0	0	0
31	kuo4	Hubei	Yes	South	F	26	1	1	6	3	8	1	0	6.3	0.849	0.222	1.72	2.22	3	-0.309	0.722	3	1	0	0	0	0	0	4
31	c@N1	Hubei	Yes	South	F	26	1	1	6	4	8	0	0	6.98	0.872	0.125	1.64	2.89	2	0.279	0.511	5	1	0	0	0	0	0	2
31	uaI4	Hubei	Yes	South	F	26	1	1	6	5	10	1	1	7.96	0.711	0	1.84	2.55	3	-0.253	0.682	4	0	0	0	0	0	0	6
31	tu2	Hubei	Yes	South	F	26	1	1	6	6	10	0	0	6	0.8	0.1	1.71	2.91	2	-0.153	0.794	2	4	0	0	0	0	0	4
32	uaI4	Hubei	Yes	South	F	38	1	1	7	1	12	0	2	9.97	0.856	0.214	2.05	4.15	2	0.594	0.674	7	3	1	0	0	0	0	1
32	tu2	Hubei	Yes	South	F	38	1	1	7	2	20	1	2	12.16	0.695	0.348	2.13	4.48	3	0.003	0.47	5	13	0	0	0	0	0	2
32	kuo4	Hubei	Yes	South	F	38	1	1	7	3	18	3	0	14.94	0.903	0.667	1.85	5.37	1	0.044	0.507	9	9	0	0	0	0	0	0
32	c@N1	Hubei	Yes	South	F	38	1	1	7	4	15	0	2	10.26	0.901	0.529	1.82	4.5	1	-0.036	0.426	3	7	5	0	0	0	0	0
32	iE1	Hubei	Yes	South	F	38	1	1	7	5	17	1	0	6.5	0.833	0.667	2.17	3.44	2	0.058	0.415	4	2	0	0	0	0	0	11
32	an3	Hubei	Yes	South	F	38	1	1	7	6	22	0	1	16.56	0.926	0.565	1.65	7.74	1	0.528	0.603	6	15	1	0	0	0	0	0
33	an3	Shandong	Yes	North	M	25	1	1	7	1	10	0	0	7.48	0.616	0	2.4	2.36	4	-0.244	0.418	4	1	0	0	0	0	0	5
33	c@N1	Shandong	Yes	North	M	25	1	1	7	2	12	0	0	10.3	0.887	0	1.62	5.23	3	0	0.923	7	0	0	0	0	0	0	5
33	tu2	Shandong	Yes	North	M	25	1	1	7	3	9	1	0	7	0.57	0.1	1.78	2.8	1	-0.221	0.303	5	4	0	0	0	0	0	0
33	uaI4	Shandong	Yes	North	M	25	1	1	7	4	7	1	0	5.98	0.799	0.25	1.93	2.25	1	-0.43	0.083	4	3	0	0	0	0	0	0
33	iE1	Shandong	Yes	North	M	25	1	1	7	5	10	0	0	8.82	0.781	0.3	1.85	2.91	1	-0.415	0.462	7	3	0	0	0	0	0	0
33	kuo4	Shandong	Yes	North	M	25	1	1	7	6	9	1	0	8.32	0.831	0.3	1.78	3.2	1	-0.283	0.527	7	2	0	0	0	0	0	0
34	uaI4	Zhejiang	No	South	F	23	1	1	8	1	15	2	0	6.28	0.784	0.706	2.87	2.5	4	-0.175	0.812	1	3	1	0	0	0	0	10
34	tu2	Zhejiang	No	South	F	23	1	1	8	2	16	0	0	8.98	0.806	0.688	2.54	3.06	4	0.145	0.435	4	3	3	0	0	0	0	6
34	kuo4	Zhejiang	No	South	F	23	1	1	8	3	17	2	1	10.7	0.787	0.65	2.48	2.89	2	0.328	0.472	4	5	4	1	0	0	0	3
34	c@N1	Zhejiang	No	South	F	23	1	1	8	4	12	1	0	3.96	0.845	0.692	2.15	3.38	3	0.189	0.338	0	0	0	0	0	0	0	12
34	iE1	Zhejiang	No	South	F	23	1	1	8	5	15	3	2	8.47	0.842	0.75	2.44	3.12	4	0	0.688	4	3	0	0	0	0	0	8
34	an3	Zhejiang	No	South	F	23	1	1	8	6	16	0	0	10.29	0.89	0.75	2.29	3.88	2	-0.138	0.453	5	4	0	0	0	0	0	7
35	uaI4	Guizhou	Yes	South	F	20	1	1	7	1	12	0	1	9.63	0.766	0.538	2.14	2.15	2	-0.075	0.164	6	4	1	0	0	0	0	1
35	kuo4	Guizhou	Yes	South	F	20	1	1	7	2	8	0	3	5.82	0.825	0.455	2.39	1.56	3	-0.356	0	3	2	1	0	0	0	0	2
35	tu2	Guizhou	Yes	South	F	20	1	1	7	3	13	0	0	7.15	0.858	0.538	1.98	3	2	0.033	0.279	1	2	3	4	0	0	0	3
35	c@N1	Guizhou	Yes	South	F	20	1	1	7	4	10	0	0	7.62	0.815	0.4	1.84	3.27	2	-0.179	0.382	3	6	0	0	0	0	0	1
35	iE1	Guizhou	Yes	South	F	20	1	1	7	5	5	0	0	2.66	0.498	0.2	2.67	1	3	-0.333	0	2	1	0	0	0	0	0	2
35	an3	Guizhou	Yes	South	F	20	1	1	7	6	5	1	0	3.64	0.69	0	1.6	2	1	-0.091	0.389	1	1	1	2	0	0	0	0
36	kuo4	Liaoning	Yes	North	F	23	2	2	7	1	5	0	2	5	0.903	0.571	1.53	2.33	1	-0.625	0.7	5	0	0	0	0	0	0	0
36	tu2	Liaoning	Yes	North	F	23	2	2	7	2	10	0	0	8	0.85	0.2	1.64	3.64	1	0.078	0.745	6	4	0	0	0	0	0	0
36	iE1	Liaoning	Yes	North	F	23	2	2	7	3	5	0	0	4.32	0.796	0.4	1.53	2.33	1	-0.4	0.611	3	2	0	0	0	0	0	0
36	uaI4	Liaoning	Yes	North	F	23	2	2	7	4	11	0	0	10.66	0.847	0.091	1.42	7.83	1	0.566	0.817	10	1	0	0	0	0	0	0
36	c@N1	Liaoning	Yes	North	F	23	2	2	7	5	6	0	2	5.66	0.705	0.25	1.43	3.43	1	0.359	0.657	5	1	0	0	0	0	0	0
36	an3	Liaoning	Yes	North	F	23	2	2	7	6	10	1	0	7.48	0.772	0.273	1.89	2.73	1	-0.37	0.361	4	6	0	0	0	0	0	0
37	iE1	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	1	19	1	2	8.32	0.878	0.682	2.49	3.7	2	0.062	0.425	5	5	5	1	0	0	0	3
37	uaI4	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	2	14	3	0	10.94	0.941	0.765	2.1	3.47	1	0.251	0.393	5	8	1	0	0	0	0	0
37	kuo4	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	3	6	4	0	5.32	0.866	0.8	1.43	3.43	1	0	0.5	4	2	0	0	0	0	0	0
37	an3	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	4	14	1	0	10.63	0.921	0.733	1.9	4.4	1	0.17	0.304	6	7	1	0	0	0	0	0
37	tu2	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	5	11	0	0	7	0.773	0.545	2.33	2.67	2	-0.185	0.606	3	5	0	0	0	0	0	3
37	c@N1	Yunnan/Jiangsu	Yes	South	F	27	2	2	6	6	8	3	0	3.97	0.846	0.545	2.19	2	2	0.047	0.185	1	2	3	1	0	0	0	1
38	c@N1	Heilongjiang	Yes	North	F	20	2	2	6	1	14	0	0	10.62	0.759	0.286	1.97	3.87	2	0.282	0.393	6	6	1	0	0	0	0	1
38	tu2	Heilongjiang	Yes	North	F	20	2	2	6	2	19	0	1	12.83	0.858	0.6	2	5.2	2	-0.045	0.407	7	11	0	0	0	0	0	1
38	uaI4	Heilongjiang	Yes	North	F	20	2	2	6	3	12	0	1	8.95	0.78	0.538	2.17	2.46	2	0.044	0.156	4	6	1	0	0	0	0	1
38	iE1	Heilongjiang	Yes	North	F	20	2	2	6	4	21	0	1	10.15	0.735	0.636	2.5	3.27	4	-0.13	0.409	4	5	3	0	0	0	0	9
38	an3	Heilongjiang	Yes	North	F	20	2	2	6	5	23	0	4	14.6	0.82	0.704	2.37	4.33	2	0.051	0.464	5	11	3	0	0	0	0	4
38	kuo4	Heilongjiang	Yes	North	F	20	2	2	6	6	13	0	0	7.63	0.82	0.692	2.47	3.86	2	-0.212	0.7	4	5	0	0	0	0	0	4
39	uaI4	Fujian	No	South	F	22	1	1	6	1	13	0	1	10.28	0.903	0.643	1.63	4.86	1	0.049	0.552	5	8	0	0	0	0	0	0
39	c@N1	Fujian	No	South	F	22	1	1	6	2	16	0	0	12.27	0.873	0.625	1.78	5.06	2	0.201	0.437	6	9	0	0	0	0	0	1
39	tu2	Fujian	No	South	F	22	1	1	6	3	13	0	0	8.5	0.885	0.692	1.59	5.29	1	-0.118	0.514	4	9	0	0	0	0	0	0
39	iE1	Fujian	No	South	F	22	1	1	6	4	10	0	0	3	0.85	0.8	1.98	3.45	2	0	0.636	2	0	0	0	0	0	0	8
39	an3	Fujian	No	South	F	22	1	1	6	5	17	0	0	7.27	0.871	0.647	1.78	5	2	0.283	0.418	0	0	0	0	0	0	0	17
39	kuo4	Fujian	No	South	F	22	1	1	6	6	7	0	1	5.64	0.958	0.625	1.5	3.5	1	-0.289	0.675	3	4	0	0	0	0	0	0
40	c@N1	Qinghai	No	North	F	26	1	1	8	1	14	2	2	6.54	0.791	0.556	2.61	2.67	2	-0.242	0.331	2	3	6	0	0	0	0	3
40	iE1	Qinghai	No	North	F	26	1	1	8	2	23	0	2	11.03	0.856	0.64	2.54	3.75	1	0.131	0.343	2	3	6	4	5	3	0	0
40	tu2	Qinghai	No	North	F	26	1	1	8	3	19	0	1	9.95	0.882	0.65	2.59	3.2	2	0.081	0.405	4	6	3	1	0	0	0	5
40	kuo4	Qinghai	No	North	F	26	1	1	8	4	17	2	2	10.61	0.792	0.524	2.6	3	3	0.02	0.431	5	6	2	0	0	0	0	4
40	uaI4	Qinghai	No	North	F	26	1	1	8	5	21	0	3	9.59	0.672	0.375	2.65	2.55	4	-0.038	0.383	2	6	7	1	0	0	0	5
40	an3	Qinghai	No	North	F	26	1	1	8	6	22	0	1	16.01	0.767	0.522	2.07	5.91	2	0.52	0.562	8	10	1	2	0	0	0	1
41	tu2	Shaanxi	Yes	North	F	22	2	2	6	1	22	2	12	14.97	0.888	0.778	1.94	5.83	1	0.258	0.353	7	14	1	0	0	0	0	0
41	uaI4	Shaanxi	Yes	North	F	22	2	2	6	2	16	1	0	13.28	0.9	0.647	1.9	4.59	1	0.286	0.469	8	8	0	0	0	0	0	0
41	kuo4	Shaanxi	Yes	North	F	22	2	2	6	3	14	2	1	9.94	0.762	0.471	2.05	3.33	3	0.146	0.402	4	6	2	0	0	0	0	2
41	iE1	Shaanxi	Yes	North	F	22	2	2	6	4	15	0	1	11.81	0.738	0.375	2.27	2.88	2	-0.176	0.238	8	5	1	0	0	0	0	1
41	c@N1	Shaanxi	Yes	North	F	22	2	2	6	5	17	0	6	12.93	0.823	0.348	1.95	4.33	1	0.264	0.375	6	9	2	0	0	0	0	0
41	an3	Shaanxi	Yes	North	F	22	2	2	6	6	14	0	0	10.15	0.773	0.357	2.32	3.47	2	0.114	0.454	7	3	1	0	0	0	0	3
42	an3	Hunan	No	South	F	22	2	1	7	1	9	0	1	5.46	0.73	0.1	2	2.6	2	-0.444	0.517	1	3	0	0	0	0	0	5
42	tu2	Hunan	No	South	F	22	2	1	7	2	5	0	0	4.5	0.8	0	1.33	3.33	2	0	0.833	4	0	0	0	0	0	0	1
42	iE1	Hunan	No	South	F	22	2	1	7	3	8	0	0	6.31	0.704	0.25	1.94	1.78	3	-0.267	0.407	4	1	0	0	0	0	0	3
42	uaI4	Hunan	No	South	F	22	2	1	7	4	7	0	1	7	1	0	1	7	1	0	1	7	0	0	0	0	0	0	0
42	kuo4	Hunan	No	South	F	22	2	1	7	5	8	0	1	8	0.962	0.222	1.33	5.33	1	0	0.952	8	0	0	0	0	0	0	0
42	c@N1	Hunan	No	South	F	22	2	1	7	6	8	0	0	7.32	0.874	0	1.42	4.89	2	-0.281	0.746	6	1	0	0	0	0	0	1
43	kuo4	Yunnan	Yes	South	F	26	3	2	8	1	8	0	0	6.64	0.915	0	1.61	3.11	1	0.401	0.467	4	2	2	0	0	0	0	0
43	c@N1	Yunnan	Yes	South	F	26	3	2	8	2	9	0	0	4.96	0.627	0.111	2.51	1.6	5	-0.278	0.35	1	3	0	0	0	0	0	5
43	iE1	Yunnan	Yes	South	F	26	3	2	8	3	10	0	0	3.16	0.433	0	2.42	0.91	6	-0.364	0	1	2	0	0	0	0	0	7
43	uaI4	Yunnan	Yes	South	F	26	3	2	8	4	8	0	0	8	0.969	0	1.33	5.33	1	0	0.952	8	0	0	0	0	0	0	0
43	tu2	Yunnan	Yes	South	F	26	3	2	8	5	10	0	0	4.25	0.7	0	2.16	2.91	5	0	0.545	0	0	0	0	0	0	0	10
43	an3	Yunnan	Yes	South	F	26	3	2	8	6	6	0	1	5.5	0.964	0	1.38	3.71	1	-0.219	0.924	4	2	0	0	0	0	0	0
45	tu2	Shandong	Yes	North	M	28	2	2	5	1	13	1	1	7.5	0.633	0	2.84	2	6	0.063	0.3	5	2	0	0	0	0	0	6
45	an3	Shandong	Yes	North	M	28	2	2	5	2	13	0	0	11.16	0.832	0	1.82	6.57	4	0	0.714	9	0	0	0	0	0	0	4
45	c@N1	Shandong	Yes	North	M	28	2	2	5	3	14	1	2	12.31	0.92	0	1.88	6.8	1	0.857	0.653	10	3	1	0	0	0	0	0
45	uaI4	Shandong	Yes	North	M	28	2	2	5	4	15	1	1	12.96	0.781	0.059	1.88	5.12	4	-0.156	0.722	9	1	0	0	0	0	0	5
45	iE1	Shandong	Yes	North	M	28	2	2	5	5	8	1	0	4.66	0.573	0.111	2.39	1.56	4	-0.278	0.481	4	0	0	0	0	0	0	4
45	kuo4	Shandong	Yes	North	M	28	2	2	5	6	15	1	0	12.07	0.827	0.188	2.27	4.88	2	0.379	0.58	10	2	1	1	0	0	0	1
46	tu2	Hunan	No	South	F	30	2	2	5	1	9	1	1	6	0.818	0.727	2	3.4	2	-0.169	0.397	4	4	0	0	0	0	0	1
46	kuo4	Hunan	No	South	F	30	2	2	5	2	8	0	1	6.64	0.812	0.333	1.97	2.44	2	-0.077	0.278	4	2	0	0	0	0	0	2
46	uaI4	Hunan	No	South	F	30	2	2	5	3	8	0	0	6.64	0.872	0.625	1.61	3.11	1	0.028	0.285	4	4	0	0	0	0	0	0
46	iE1	Hunan	No	South	F	30	2	2	5	4	7	1	0	5.16	0.708	0.375	2.21	1.75	3	-0.208	0.208	3	1	0	0	0	0	0	3
46	an3	Hunan	No	South	F	30	2	2	5	5	12	1	0	3.88	0.838	0.385	1.86	4.15	2	-0.168	0.625	0	0	0	0	0	0	0	12
46	c@N1	Hunan	No	South	F	30	2	2	5	6	10	0	0	5.62	0.899	0.6	2	2.91	1	0.111	0.364	1	2	1	2	4	0	0	0
47	tu2	Shanghai	No	South	F	21	2	1	6	1	21	2	1	13.5	0.854	0.708	1.65	7.27	1	0.109	0.505	6	15	0	0	0	0	0	0
47	kuo4	Shanghai	No	South	F	21	2	1	6	2	21	3	0	16.58	0.915	0.75	1.65	7.27	1	-0.128	0.497	8	13	0	0	0	0	0	0
47	uaI4	Shanghai	No	South	F	21	2	1	6	3	20	2	1	15.58	0.911	0.739	1.67	6.67	1	0.355	0.5	7	12	1	0	0	0	0	0
47	an3	Shanghai	No	South	F	21	2	1	6	4	18	1	4	13.92	0.911	0.739	1.62	6.84	1	-0.017	0.58	6	12	0	0	0	0	0	0
47	c@N1	Shanghai	No	South	F	21	2	1	6	5	15	1	0	12.28	0.894	0.688	1.64	5.38	1	0.195	0.49	7	8	0	0	0	0	0	0
47	iE1	Shanghai	No	South	F	21	2	1	6	6	14	3	2	3	0.789	0.684	1.89	4	2	-0.025	0.387	1	0	0	0	0	0	0	13
48	iE1	Shaanxi	Yes	North	M	20	3	2	7	1	17	0	0	11.52	0.891	0.706	2.48	3.44	3	-0.003	0.513	5	7	0	0	0	0	0	5
48	tu2	Shaanxi	Yes	North	M	20	3	2	7	2	14	1	2	8.5	0.882	0.706	1.64	5.07	1	0.316	0.413	3	8	3	0	0	0	0	0
48	an3	Shaanxi	Yes	North	M	20	3	2	7	3	23	0	1	17.67	0.916	0.625	1.86	6.58	1	0.496	0.535	8	12	3	0	0	0	0	0
48	uaI4	Shaanxi	Yes	North	M	20	3	2	7	4	17	0	1	13.26	0.906	0.611	1.71	5	1	0.547	0.522	6	9	2	0	0	0	0	0
48	c@N1	Shaanxi	Yes	North	M	20	3	2	7	5	17	1	1	10.94	0.858	0.579	2.33	3.44	1	-0.131	0.211	5	6	6	0	0	0	0	0
48	kuo4	Shaanxi	Yes	North	M	20	3	2	7	6	13	0	1	12.66	0.927	0.071	1.26	9.57	2	-0.166	0.845	12	0	0	0	0	0	0	1
49	iE1	Anhui	Yes	South	M	19	2	2	4	1	18	1	4	13.16	0.819	0.391	1.98	4.63	1	-0.044	0.276	8	10	0	0	0	0	0	0
49	uaI4	Anhui	Yes	South	M	19	2	2	4	2	15	3	2	9.6	0.856	0.3	2.07	3.62	1	-0.236	0.492	3	9	2	1	0	0	0	0
49	an3	Anhui	Yes	South	M	19	2	2	4	3	15	0	3	12.98	0.837	0.222	2.01	4.25	2	0.096	0.507	10	3	0	0	0	0	0	2
49	kuo4	Anhui	Yes	South	M	19	2	2	4	4	7	1	3	6.66	0.909	0.273	1.36	4.5	1	0.167	0.667	6	1	0	0	0	0	0	0
49	tu2	Anhui	Yes	South	M	19	2	2	4	5	27	1	1	19.66	0.862	0.621	1.89	7.14	1	0.051	0.494	12	15	0	0	0	0	0	0
49	c@N1	Anhui	Yes	South	M	19	2	2	4	6	17	1	1	10.02	0.805	0.105	2.48	3.22	2	-0.246	0.531	3	6	2	4	0	0	0	2
50	an3	Liaoning	Yes	North	F	24	2	2	6	1	14	0	0	9	0.821	0.714	1.72	4.93	1	-0.048	0.356	5	8	1	0	0	0	0	0
50	c@N1	Liaoning	Yes	North	F	24	2	2	6	2	15	1	3	9.61	0.911	0.737	2.23	3.88	1	-0.067	0.39	4	6	5	0	0	0	0	0
50	tu2	Liaoning	Yes	North	F	24	2	2	6	3	13	0	4	8.98	0.892	0.765	2.22	3.14	3	0	0.714	4	3	0	0	0	0	0	6
50	uaI4	Liaoning	Yes	North	F	24	2	2	6	4	8	0	0	6.64	0.915	0.75	1.5	4	1	0	0.333	4	4	0	0	0	0	0	0
50	kuo4	Liaoning	Yes	North	F	24	2	2	6	5	10	0	2	6.63	0.776	0.583	2.18	2.18	2	-0.082	0.303	3	2	1	2	0	0	0	2
50	iE1	Liaoning	Yes	North	F	24	2	2	6	6	20	0	0	12.47	0.775	0.75	2.39	4.48	1	0.456	0.387	6	9	5	0	0	0	0	0
51	c@N1	Zhejiang	No	South	F	24	2	1	7	1	24	4	4	11.59	0.874	0.719	2.61	4	1	0.14	0.336	4	5	9	4	2	0	0	0
51	tu2	Zhejiang	No	South	F	24	2	1	7	2	14	0	0	9.15	0.821	0.786	2.29	4.13	2	0	0.56	5	5	0	0	0	0	0	4
51	uaI4	Zhejiang	No	South	F	24	2	1	7	3	12	1	1	9.71	0.916	0.786	1.81	4.15	1	0.413	0.328	5	7	0	0	0	0	0	0
51	an3	Zhejiang	No	South	F	24	2	1	7	4	12	1	0	8.64	0.782	0.615	2	3.23	1	0.025	0.254	4	7	1	0	0	0	0	0
51	iE1	Zhejiang	No	South	F	24	2	1	7	5	14	1	0	8.64	0.811	0.733	2.32	3.47	2	-0.096	0.509	5	5	0	0	0	0	0	4
51	kuo4	Zhejiang	No	South	F	24	2	1	7	6	10	2	1	8.64	0.922	0.769	1.56	4.36	1	-0.281	0.485	6	4	0	0	0	0	0	0
52	kuo4	Shandong	Yes	North	F	24	2	1	8	1	6	0	0	5.33	0.693	0	2	2.29	2	-0.607	0.471	5	0	0	0	0	0	0	1
52	uaI4	Shandong	Yes	North	F	24	2	1	8	2	13	0	0	10.98	0.819	0.154	2.15	5.71	3	-0.173	0.841	9	0	0	0	0	0	0	4
52	c@N1	Shandong	Yes	North	F	24	2	1	8	3	15	0	0	12.62	0.887	0.4	1.62	5.75	1	0.403	0.673	8	6	1	0	0	0	0	0
52	tu2	Shandong	Yes	North	F	24	2	1	8	4	19	0	0	10	0.605	0.105	2.07	3.8	2	0.282	0.788	5	0	0	0	0	0	0	14
52	an3	Shandong	Yes	North	F	24	2	1	8	5	14	0	0	10.27	0.734	0.071	1.9	2.93	3	0.2	0.689	4	2	2	0	0	0	0	6
52	iE1	Shandong	Yes	North	F	24	2	1	8	6	5	0	0	4.66	0.864	0	1.33	3.33	2	0	0.833	4	0	0	0	0	0	0	1
53	kuo4	Fujian	No	South	F	28	2	2	6	1	18	0	0	14.03	0.837	0.444	2.41	3.58	3	0.174	0.349	6	7	1	1	1	0	0	2
53	iE1	Fujian	No	South	F	28	2	2	6	2	22	0	0	17.51	0.878	0.5	2.03	5.57	1	0.298	0.38	8	14	0	0	0	0	0	0
53	uaI4	Fujian	No	South	F	28	2	2	6	3	18	1	0	14.44	0.889	0.632	2.15	4.21	1	0.013	0.541	7	11	0	0	0	0	0	0
53	an3	Fujian	No	South	F	28	2	2	6	4	16	1	3	13.31	0.832	0.45	1.88	5.76	2	0.058	0.658	11	2	0	0	0	0	0	3
53	tu2	Fujian	No	South	F	28	2	2	6	5	15	2	0	15	0.971	0.118	1.22	11.75	1	0.282	0.985	15	0	0	0	0	0	0	0
53	c@N1	Fujian	No	South	F	28	2	2	6	6	11	1	1	8.96	0.895	0.231	1.77	4	2	-0.09	0.955	5	3	0	0	0	0	0	3
54	tu2	Guangdong	No	South	F	23	2	2	8	1	7	0	1	7	0.812	0.375	1.36	4.5	1	-0.096	0.94	7	0	0	0	0	0	0	0
54	c@N1	Guangdong	No	South	F	23	2	2	8	2	6	0	0	4.98	0.773	0.167	1.71	1.71	3	-0.238	0.238	3	1	0	0	0	0	0	2
54	uaI4	Guangdong	No	South	F	23	2	2	8	3	10	0	0	10	0.932	0.2	1.42	5.82	1	-0.205	0.863	10	0	0	0	0	0	0	0
54	kuo4	Guangdong	No	South	F	23	2	2	8	4	7	0	0	6.32	0.757	0	1.64	3	2	-0.336	0.575	5	0	0	0	0	0	0	2
54	iE1	Guangdong	No	South	F	23	2	2	8	5	11	0	1	9.64	0.887	0.583	1.62	4.17	1	-0.018	0.563	7	4	0	0	0	0	0	0
54	an3	Guangdong	No	South	F	23	2	2	8	6	13	0	0	13	1	0	1	13	1	0	1	13	0	0	0	0	0	0	0
55	c@N1	Guangdong	No	South	F	23	2	2	7	1	12	1	0	10.98	0.843	0.231	1.65	4.62	1	0.194	0.65	9	3	0	0	0	0	0	0
55	tu2	Guangdong	No	South	F	23	2	2	7	2	10	1	0	5.16	0.893	0.182	1.75	3.64	2	-0.292	0.672	2	6	0	0	0	0	0	2
55	kuo4	Guangdong	No	South	F	23	2	2	7	3	11	0	0	8.62	0.846	0.091	1.82	4.33	2	-0.336	0.764	4	0	0	0	0	0	0	7
55	an3	Guangdong	No	South	F	23	2	2	7	4	13	0	0	12.66	0.974	0.231	1.34	8.57	1	0.325	0.846	12	1	0	0	0	0	0	0
55	iE1	Guangdong	No	South	F	23	2	2	7	5	6	0	0	6	0.83	0.167	1.43	3.43	1	-0.63	0.629	6	0	0	0	0	0	0	0
55	uaI4	Guangdong	No	South	F	23	2	2	7	6	14	0	1	12.99	0.91	0.2	1.53	8	2	0.303	0.79	12	1	0	0	0	0	0	1
56	an3	Jiangxi	No	South	F	35	2	2	6	1	9	0	2	7.14	0.777	0.182	1.6	4.2	1	-0.225	0.52	4	4	1	0	0	0	0	0
56	iE1	Jiangxi	No	South	F	35	2	2	6	2	9	0	0	8.16	0.887	0.222	1.89	3	1	-0.373	0.529	7	2	0	0	0	0	0	0
56	c@N1	Jiangxi	No	South	F	35	2	2	6	3	7	0	1	4.96	0.708	0.375	1.86	2.5	2	-0.087	0.312	1	3	2	0	0	0	0	1
56	uaI4	Jiangxi	No	South	F	35	2	2	6	4	10	0	0	9.32	0.764	0.1	1.69	4.55	1	-0.014	0.568	8	2	0	0	0	0	0	0
56	kuo4	Jiangxi	No	South	F	35	2	2	6	5	10	0	0	7.3	0.848	0.3	1.93	2.73	1	-0.063	0.327	4	4	1	1	0	0	0	0
56	tu2	Jiangxi	No	South	F	35	2	2	6	6	16	0	0	9.16	0.864	0.125	1.81	4.47	3	0.013	0.571	2	6	5	0	0	0	0	3
57	an3	Zhejiang	No	South	F	24	2	2	1	1	10	0	1	6.49	0.802	0.636	1.95	3.45	2	0.067	0.327	4	4	1	0	0	0	0	1
57	c@N1	Zhejiang	No	South	F	24	2	2	1	2	11	3	0	6.96	0.855	0.643	2.14	2.83	2	-0.167	0.444	3	2	0	0	0	0	0	6
57	iE1	Zhejiang	No	South	F	24	2	2	1	3	19	0	2	15.26	0.919	0.667	1.67	6.3	1	0.216	0.497	8	11	0	0	0	0	0	0
57	uaI4	Zhejiang	No	South	F	24	2	2	1	4	26	2	0	20.22	0.915	0.714	1.68	8.22	1	0.498	0.567	9	17	0	0	0	0	0	0
57	kuo4	Zhejiang	No	South	F	24	2	2	1	5	20	0	0	15.92	0.898	0.65	1.67	6.67	1	0.192	0.494	8	12	0	0	0	0	0	0
57	tu2	Zhejiang	No	South	F	24	2	2	1	6	22	0	1	13.14	0.927	0.739	2.1	5.13	2	-0.085	0.462	6	9	0	0	0	0	0	7
58	iE1	Guangdong	No	South	F	23	3	3	7	1	6	1	2	4.24	0.787	0.222	2.29	1.71	2	-0.078	0	2	2	1	0	0	0	0	1
58	uaI4	Guangdong	No	South	F	23	3	3	7	2	4	0	1	3.66	0.596	0	1.7	2	1	-0.111	0.467	3	1	0	0	0	0	0	0
58	c@N1	Guangdong	No	South	F	23	3	3	7	3	7	1	0	5.65	0.705	0.25	1.86	2.25	3	-0.06	0.375	4	1	0	0	0	0	0	2
58	kuo4	Guangdong	No	South	F	23	3	3	7	4	7	0	0	7	0.903	0	1.21	5.5	1	-0.316	0.839	7	0	0	0	0	0	0	0
58	an3	Guangdong	No	South	F	23	3	3	7	5	9	0	0	4.81	0.767	0.222	2.44	1.6	4	-0.3	0.6	2	0	0	0	0	0	0	7
58	tu2	Guangdong	No	South	F	23	3	3	7	6	11	0	0	6.33	0.5	0.273	2.18	2.17	3	0.167	0.25	4	3	1	1	0	0	0	2
59	iE1	Beijing	Yes	North	F	24	1	1	5	1	7	0	1	5	0.625	0.125	2.11	1.5	3	-0.503	0.271	4	0	0	0	0	0	0	3
59	c@N1	Beijing	Yes	North	F	24	1	1	5	2	5	1	0	3.32	0.442	0	2.27	1	3	-0.333	0	2	1	0	0	0	0	0	2
59	kuo4	Beijing	Yes	North	F	24	1	1	5	3	7	0	0	5.15	0.773	0.286	2.46	1.5	3	-0.15	0.208	3	2	0	0	0	0	0	2
59	an3	Beijing	Yes	North	F	24	1	1	5	4	11	0	0	9.5	0.848	0.364	1.86	4	2	0.079	0.588	8	2	0	0	0	0	0	1
59	tu2	Beijing	Yes	North	F	24	1	1	5	5	11	0	0	7.16	0.727	0.182	2.03	2.83	2	-0.382	0.629	3	7	0	0	0	0	0	1
59	uaI4	Beijing	Yes	North	F	24	1	1	5	6	11	0	0	7.27	0.832	0.091	2.11	3	4	-0.217	0.472	1	5	0	0	0	0	0	5
60	tu2	Guangdong	No	South	M	22	2	2	7	1	8	0	0	7.66	0.874	0.25	1.61	4.22	1	0.107	0.762	7	1	0	0	0	0	0	0
60	uaI4	Guangdong	No	South	M	22	2	2	7	2	9	0	0	6.99	0.926	0	1.87	4.8	2	0	1	6	0	0	0	0	0	0	3
60	kuo4	Guangdong	No	South	M	22	2	2	7	3	6	0	0	5.41	0.845	0.333	1.71	2.57	1	-0.189	0.333	4	2	0	0	0	0	0	0
60	c@N1	Guangdong	No	South	M	22	2	2	7	4	4	0	0	3.66	0.83	0	1.4	2.4	2	0	0.8	3	0	0	0	0	0	0	1
